journey_id,user_id,start_type,start_lat,start_lon,source,driver_score
f84c35d4d31654b733af0657b05e967f,933a5cf7834b12121755b8586b53a083,reserved,"-12,12036133","-76,97070313",iPhone,
ca13468934fa8659e66961aa4cfb2adb,d4fdce6822a5f108a1aeb32c3e6c0a43,asap,"-12,09900665","-77,05831909",iPhone,
c3500f8a4f27db46fc9d42e2057d71ef,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09612383","-77,04458311",Android,
c3500f8a4f27db46fc9d42e205e947f8,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09620513","-77,04465788",Android,
85958894ecd5ca02684c6ec531a59149,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,11817192","-77,03473303",Android,
a37ccff55ca3cff97b19b45ab21538ae,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09636445","-77,04478092",Android,
b6206048fbda6d454ead4fa2b48ff9f1,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09637888","-77,04474505",Android,
cd5b1508243ee5653060d649cf2e2570,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09627922","-77,04475075",Android,
6d1272a9f6c5ca3c5ef4cd4f224cbf38,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,10044986","-77,05235414",Android,
277551ace9ebc79f176d0f3574a127dc,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,1194461","-77,02907592",Android,4.0
cc82cce36f58bc6f3451ce6b93610457,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,11336921","-77,03452785",Android,0.0
1e041deffa3920bbde0b20cd810c0ec4,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,06752255","-77,03935347",Android,5.0
b7a32d99cb529c222ba891396eac131f,c21605b791b47423867a99d06f47ee86,asap,"-12,11057663","-76,98269653",iPhone,
684e09fb0761605e25d148f3d3091ffc,2eb2273b6a2d38daeb67ee14a8d4171c,asap,"-12,09620415","-77,04479299",Android,
4b0e911c7e5b79f6d929b016837a99ef,a0802d118d245132c4f569f78bb0b4f5,asap,"-12,104245","-76,997885",Android,
cd6a65a00f3ac91060d336a9f037f7f6,cb6ea169cefc7a0a5f1f8bd8ebbe3223,reserved,"-12,10181985","-76,97150599",Android,0.0
5b0867dfbb1a35be6e0e3586efa8cac2,65b6f3b7075270499ddd0f1dc10dc222,asap,"-12,1031456","-77,04937744",iPhone,
b5821eaaa5d49fb2936ff5b0ffa246f8,a86217dc9fc6e34f29bbbcc62973cafa,reserved,"-12,20734406","-77,00762939",iPhone,4.0
621c9b8da5001877cc902b7b4ce1d403,9cd60f54487fd9e53edc5bf11e28047a,asap,"-12,1214447","-77,02825928",iPhone,5.0
ddda7d9d71d2000dcf144987a3ea3d61,68fe4d0ad82cc2d715d1319533380c76,asap,"-12,10496521","-77,04000854",iPhone,
7d3c2e2ccb10710c9877b709b818e9fe,3bf29409837105b97d9548014094805b,asap,"-12,09410477","-77,02496338",iPhone,
eeb07ac5409c082354b923689340c1ab,f80662a4bd846bf59ea5684db634805d,reserved,"-12,0194682","-77,1077685",web,
eeb07ac5409c082354b923689342bbe6,f80662a4bd846bf59ea5684db634805d,reserved,"-12,1079978","-76,9769345",web,
124dc2dbc4f79130bfa0b9357799ae26,f80662a4bd846bf59ea5684db634805d,reserved,"-12,1079978","-76,9769345",web,
5efc595e4e72e8c11de3532184726180,f80662a4bd846bf59ea5684db634805d,asap,"-12,0924695","-77,0268631",web,
12c472dd8efc6ed622ae8669254163de,2c93d1025a44e57c20bdc2219c0e2016,asap,"-12,09415054","-77,03494263",iPhone,
cef1ce7ac2dc6100d86fede386fc3365,e3547f5b470422b28080ce5663b0a809,asap,"-12,10513578","-76,96842112",Android,
58f1684680597d6b5c7b39524cbc121b,2f1882c87731970df63e69d4bc229c56,asap,"-12,05212021","-77,03573608",iPhone,
09c9677134007a306b71d1df0ee08e2f,45402010b8b6d07be570c2f37cf814b9,reserved,"-12,06156921","-77,10031128",iPhone,
196d9de717b4c8d6ec0f19c0e8c1ecb7,cb5387c5d3a23361c1c358bd95b2cfee,asap,"-12,16403198","-77,02456665",iPhone,
123b753a17ca12f7fb7c4ec96f027801,c9d489ec975d21e098f1f13e2654d078,asap,"-12,07596565","-77,04806261",Android,
d6283760f3998a723e1b25244d440eae,3d68e1172f35c1fbd06db5a1bc1425d0,asap,"-12,08647537","-76,96264648",iPhone,
fdd0e7184d1ec5e7cba69b61ee4b94bc,fd4143bc419bb1b2a067467054474541,asap,"-12,09078598","-77,00527954",iPhone,
4d110152a7209ba9ff57962ff0b08c85,ceef5546f1c3ab17cedfc7b081d11efe,asap,"-12,11332","-77,034597",Android,
19d08705c1c1e7314218c7fc6b7cd018,49daf9242d8e4ab8a1063cb20b529922,asap,"-12,02386021","-77,1079389",Android,
2a7979f6826bbbf4a061456c4789b754,49daf9242d8e4ab8a1063cb20b529922,asap,"-12,06792124","-77,03487385",Android,
5d6461d64d5ac0908490da67e5f8dfc6,49daf9242d8e4ab8a1063cb20b529922,reserved,"-12,16620636","-77,03475952",iPhone,
6764fbc58090311bada507affeb9bb61,49daf9242d8e4ab8a1063cb20b529922,asap,"-12,16639752","-77,03147717",Android,
1199f830a03cd75df5e7a7cc7ca9c6a1,59d1b913eb9d8c8db741196b16aedc4f,asap,"-12,07784295","-76,96817301",Android,
67a3a2adc67c245b9985f3e38ce3f44a,68fe4d0ad82cc2d715d131953336e852,asap,"-12,05008698","-77,03683472",iPhone,
443ccdfd1345a761a544f8cf428e3bca,761a1b1e8e4103f2ac5a425564328a45,reserved,"-12,14638901","-77,01852417",iPhone,
532278dfa8891ad6dd958337e4cc9a16,761a1b1e8e4103f2ac5a425564328a45,reserved,"-12,146492","-77,01852417",iPhone,2.0
11c41f4761b7f551f68781d2624a0a95,3d037a464c7b0e9d1bcf968cf4221ffa,reserved,"-12,09405518","-76,99316406",iPhone,5.0
fd4143bc419bb1b2a067467054063e04,1cbe459130a435037ebacaf7fb1e7f35,asap,"-12,1055767","-76,97785713",Android,
c3ffa2e161281f7ac64c73a5e963ff8a,c18ddd869ffae7f15e107948bb7e953c,asap,"-12,10218048","-76,97714233",iPhone,
91027b46566c54a1a28897e445100c15,699c76a8203348961730e0164a7b8269,asap,"-12,06719971","-77,06008911",iPhone,
89fd8ac7daadd2abc77de73df5e63d9e,89fd8ac7daadd2abc77de73df5c47527,asap,"-12,09922409","-77,04251099",iPhone,
949be0368739d589fed232ad8871d470,2f1882c87731970df63e69d4bc229c56,reserved,"-12,12783051","-77,01376343",iPad,
edb98fb864c8f62392c4d85221242c22,f9960513c13c6a5a8ed5213fe386d103,asap,"-12,75175476","-76,62265015",iPhone,
35e9968bb54e4382c317cdc06988c405,cf8869924d60fb7a73ea9607356267fd,reserved,"-12,019468","-77,107768",web,
fd4143bc419bb1b2a06746705405f078,f73503cd6eeab3df5db479e3a2a797b9,asap,"-12,11156845","-76,97775269",iPhone,
b7a32d99cb529c222ba891396ead707a,c0ffb6f6cd801004dd8609c12277c2d1,asap,"-12,10409527","-77,04802707",Android,
1881c928349fa432c4c0cb4434bc64e2,22ac1c15b5c2a84a01a95191526034b2,reserved,"-12,10663605","-77,04598999",iPhone,
dd23cf0ef33ae44e0c0b4c756e1d9293,22ac1c15b5c2a84a01a95191526034b2,reserved,"-12,10841751","-77,0463562",iPhone,5.0
1881c928349fa432c4c0cb4434de4085,22ac1c15b5c2a84a01a95191526034b2,reserved,"-12,09393311","-77,02185059",iPhone,5.0
2f1882c87731970df63e69d4bc1ec157,2f1882c87731970df63e69d4bc1f0b52,reserved,"-12,1409578","-77,0047939",web,
b5d94a94de2e593e3b4693ef73c27f8e,8cacd92bb3ea82079e446fd4b8fd7730,reserved,"-12,02175522","-77,11083984",iPhone,
807f274d7a99210e52857364d84c1449,8cacd92bb3ea82079e446fd4b8fd7730,reserved,"-12,086265","-76,976017",web,
fd44058919dce526e71bd0082fa30c5f,8cacd92bb3ea82079e446fd4b8fd7730,asap,"-12,086265","-76,976017",web,
807f274d7a99210e52857364d8cb8c2a,8cacd92bb3ea82079e446fd4b8fd7730,reserved,"-12,086265","-76,976017",web,
0ddb4441be46b643a21e9a52e8d4ac93,a8b8f0148c4bcf631273a8ce9b5d23f6,reserved,"-12,11793","-77,04553463",Android,
a491690b9632d59a3506247c6f4346a7,3abce16ea601affbeae8f50584cdef8c,reserved,"-12,1132076","-76,9649523",web,
a491690b9632d59a3506247c6f4346af,3abce16ea601affbeae8f50584cdef8c,asap,"-12,1132076","-76,9649523",web,
6a9e2a51adc188324ecf964e0e3591c0,ae06c34243f741e203e97c48eb42017b,reserved,"-12,098176","-76,971417",web,
a100cf6309cc34416cd32cab47bc03af,ae06c34243f741e203e97c48eb42017b,reserved,"-12,098176","-76,971417",web,
ae12edba2cff83f08c89d8dbf9dc99a9,ae06c34243f741e203e97c48eb62e6db,asap,"-12,15","-77,0166667",web,
ae12edba2cff83f08c89d8dbf99cfaa6,ae06c34243f741e203e97c48eb42017b,asap,"-12,098176","-76,971417",web,
55104545288bfcf871ea75ad2c5dbc39,ae06c34243f741e203e97c48eb62c195,asap,"-12,1172222","-77,0205556",web,
6129c66bf4826a36ad98bbc415494f88,ae06c34243f741e203e97c48eb62e6db,reserved,"-12,098176","-76,971417",web,
ae12edba2cff83f08c89d8dbf99d1c47,ae06c34243f741e203e97c48eb42017b,asap,"-12,098176","-76,971417",web,
ae12edba2cff83f08c89d8dbf9bc82ff,ae06c34243f741e203e97c48eb42017b,asap,"-12,098176","-76,971417",web,
625359233a6201f86808594d123169f4,26b087545abfe1d501c116f26d0e5da0,reserved,"-12,105472","-77,018854",web,
6a9e2a51adc188324ecf964e0e357c0b,ae06c34243f741e203e97c48eb42017b,reserved,"-12,098176","-76,971417",web,
c5b1a5620c42f5a3d33933cb3619fafc,26b087545abfe1d501c116f26d0e5da0,reserved,"-12,1073148","-77,0227794",web,
477bf0db7129a9377481bb1b5cb810bb,ae06c34243f741e203e97c48eb42017b,asap,"-12,098176","-76,971417",web,
ae12edba2cff83f08c89d8dbf99bc95a,ae06c34243f741e203e97c48eb42017b,asap,"-12,098176","-76,971417",web,
b3ba9cda1b124b4fdc5d639f24149c7d,be2d7041cb5bae52cf3edaaf036d8fc1,asap,"-12,09754562","-77,03405762",iPhone,5.0
f728194ffdb461394d105863bc5c4363,879cf7da2f43c0f8e09069c3d727b3d0,asap,"-12,13112259","-77,01083374",iPhone,
54c88ff5110a79082d341066aa43001b,359b2ca8e58beb9496d90e09ea0e85ef,asap,"-12,02347565","-77,10726929",iPhone,
ae06c34243f741e203e97c48eb814057,62bacdc109d50cf487417da5aa399c1d,asap,"-12,10612488","-77,03225708",iPhone,
297c055e30be8d9a933868c9493bae33,659fcfb728615b0996641d0399de7370,asap,"-12,11970901","-77,04354858",iPhone,
297c055e30be8d9a933868c949b77630,659fcfb728615b0996641d0399de7370,asap,"-12,11974335","-77,04348755",iPhone,
196d9de717b4c8d6ec0f19c0e89bf931,ff1cb10b9edf79369742a37ce5d6cdec,reserved,"-12,11366653","-76,96887207",iPhone,
c32c353f4a9bc8ae2e079e6bb75ceac9,e346d061461f894d15f57d3be0f38b26,reserved,"-12,10723114","-76,96780396",iPhone,5.0
f622a9397b85b5c9c0ef938c5d57be64,f420a3daee4777127e9eaa907eb5818e,asap,"-12,13978577","-77,02429199",iPhone,
1b7b7b119a188b9ef7e6a43270056623,c018a9209a2d912f820dc82db608b770,asap,"-12,11156082","-77,03610229",iPhone,
82a0c2c11dd794701e99e0e647e2db1b,c018a9209a2d912f820dc82db608b770,asap,"-12,11734009","-76,99237061",iPhone,
fa88b809b28e4387f72703c52ae317ae,c018a9209a2d912f820dc82db608b770,asap,"-12,13057327","-77,01309204",iPhone,
bd64ba6c7055d76fd1b2c63a111c2a99,bd64ba6c7055d76fd1b2c63a11d35fe3,asap,"-12,12020874","-77,04360962",iPhone,5.0
e1332f68e81526e498e4d845233a17ee,be2d7041cb5bae52cf3edaaf03798426,reserved,"-12,0966369","-77,0295319",web,
16ba39d30594f6050cb8ab702f841fce,17144ff2ae1210398f5c8327af5b334f,asap,"-12,14028931","-77,00164795",iPhone,
bb1e39070cf5a2e2390f00f990be771a,17144ff2ae1210398f5c8327af5b334f,asap,"-12,14718246","-77,02200317",iPhone,
cf3a94138caddceb3209e472360b36ab,17144ff2ae1210398f5c8327af5b334f,asap,"-12,09941483","-77,04284668",iPhone,
6f227c1c392ee8c8a8ffe23b71ea39d4,17144ff2ae1210398f5c8327af5b334f,asap,"-12,09311295","-77,05612183",iPhone,
4d927d7f8dfb365a7c0f28115e161bfd,79da7d16f003cfb5f9b8544d5b11700d,asap,"-12,09593204","-77,06202887",Android,
4a645cbfd25b64d34f7388086373d037,68fe4d0ad82cc2d715d131953312673c,asap,"-12,04886627","-77,03170776",iPhone,
19d08705c1c1e7314218c7fc6b7d2304,b44159c128d31f55629260b6716b58f7,asap,"-12,09830856","-76,9670105",iPhone,
bf16712f63aa85f390d9eddc1fb46959,c018a9209a2d912f820dc82db608b770,asap,"-12,12044144","-77,01528931",iPhone,
b862b75318ed157b2e574a204c913890,a142ea0ecdc8a0f61ef28bd089abb93c,reserved,"-12,1287762","-76,9701282",web,
75f851fa841f9b95b7f8e028f3d124ba,5060ebbf9acef4e4e616e575a3dd1241,asap,"-12,13009644","-77,02679443",iPhone,
f728194ffdb461394d105863bc5946d7,59a766bd488db1053eeba5a3ae93b7b8,asap,"-12,08301926","-76,96020508",iPhone,
f728194ffdb461394d105863bc594dd8,59a766bd488db1053eeba5a3ae93b7b8,asap,"-12,08301926","-76,96020508",iPhone,
4a7331768528b421f3e5145f14970f4a,cf3a94138caddceb3209e472360ff8d7,asap,"-12,14227676","-77,02319336",iPhone,
b1ca0dbdbfac705017357ddace7d3675,4c37542f88f6bc6fb2465a93be210506,asap,"-12,12349319","-77,00546265",iPhone,
fb2b670f480ae4958231d14ff4ab96c2,9efbe99c8b8ec5ecd57d63c91af24f1d,asap,"-12,07763672","-76,91784668",iPhone,
141fe4a8514e64b4a76d7ed795c997b5,f39e7db9ee7e26c0744216d48805cddf,reserved,"-12,13422012","-77,02407837",iPhone,
f84c35d4d31654b733af0657b05fafe0,f39e7db9ee7e26c0744216d48805cddf,reserved,"-12,08698273","-77,01370239",iPhone,4.0
6ca902586ba87168e93408e4a7f7ad4b,5d3f4707b95580ea79778ab1c3eea390,asap,"-12,10721207","-77,03707886",iPhone,
53699c4aac0da3f8ba9c1fe1e09e3d4d,cce6f691efec45ed0597d07c7ee48eb0,asap,"-12,10301971","-76,97396851",iPhone,5.0
670956f2c659b8da57740dcd92936973,a7b047c6a09ccb85e9980d80ffaaba51,asap,"-12,06764221","-77,03701782",iPhone,
5d6461d64d5ac0908490da67e5f97935,a479cdd4f9c8127e0f521fdf5d7a7fa0,asap,"-12,09804916","-77,04452515",iPhone,
55083e0137c0a9c7a82afecab62770e0,d981b3affa98395801440942ee881a8a,asap,"-12,10644531","-77,03884888",iPhone,5.0
625359233a6201f86808594d126f4e21,dc754d210f90403672339e986b8805dd,asap,"-12,11930847","-77,02890015",iPhone,
4653cdb01e65332283538b681a1d93cf,c21605b791b47423867a99d06f87358e,asap,"-12,02310562","-77,10742188",iPhone,
084759c8abffc92090875b8d604d9ca3,c21605b791b47423867a99d06f87358e,reserved,"-12,1169027","-77,0368798",web,
2c4adb1d50a6ef001379845b6ac4d58e,c21605b791b47423867a99d06f87358e,reserved,"-12,1171111","-77,0389639",web,
2c4adb1d50a6ef001379845b6ac71068,c21605b791b47423867a99d06f87358e,reserved,"-12,1171111","-77,0389639",web,
43e2211ab3cb25b71f06d33f8684c4cc,c21605b791b47423867a99d06f87358e,reserved,"-12,1171111","-77,0389639",web,
760cafde3f1d33ceca82940e523468ba,c21605b791b47423867a99d06f87358e,reserved,"-12,1171111","-77,0389639",web,
8c698ef7e29e08fb068553178dd8b4a0,c21605b791b47423867a99d06f87358e,reserved,"-12,1171111","-77,0389639",web,
27c157e605c56c7df70c605963e0cf3c,27c157e605c56c7df70c605963e198bd,reserved,"-12,11459351","-77,04434204",iPad,
4a08bac2b324e37eebea792691280252,fb0d4b4909399b00f448f4c25c73f2cc,asap,"-12,08535767","-76,96185303",iPhone,
75f851fa841f9b95b7f8e028f3cd35ef,fb0d4b4909399b00f448f4c25c73f2cc,reserved,"-12,08569336","-76,96176147",iPhone,
e84fda9c5df33f03c89b6923c35da03f,fb0d4b4909399b00f448f4c25c73f2cc,reserved,"-12,08506393","-76,96170044",iPhone,5.0
4c37542f88f6bc6fb2465a93be1cd1a2,fb0d4b4909399b00f448f4c25c73f2cc,asap,"-12,08563995","-76,96179199",iPhone,
75f851fa841f9b95b7f8e028f3cd232d,fb0d4b4909399b00f448f4c25c73f2cc,reserved,"-12,08498001","-76,9619751",iPhone,
b862b75318ed157b2e574a204c90b552,dd2af4715d0dc16eded53afc0e249366,asap,"-12,11314392","-77,04699707",iPhone,
19d08705c1c1e7314218c7fc6bfae4d0,6a93cb8cf1ff4234508a40e9510962bd,asap,"-12,08770333","-77,00903814",Android,
11c41f4761b7f551f68781d262721062,2ca81f8112b8c60af222ee2ed7287d4e,asap,"-12,105472","-77,018854",web,
275052e660ff5672db6624c42b6b4f59,29a360323f1754d8cf08023eb1f3dbb7,reserved,"-12,08666992","-76,9319458",iPhone,5.0
1773bb95685867e5213da4ddfce99cf1,ec84a73745199ff840ecafcb927f5489,asap,"-12,11899567","-77,01013184",iPad,
fcd227e0f32f6f3a6d0d4d8de1a91aeb,d4fdce6822a5f108a1aeb32c3e6c0a43,asap,"-12,12064743","-77,03274536",iPhone,
c32c353f4a9bc8ae2e079e6bb787f991,3e201cdebc5a9c587d83d10ed29c8a06,reserved,"-11,970054","-77,0737149",web,
649d38ea6680a3f6ee4a4b734f71deca,649d38ea6680a3f6ee4a4b734f721a80,reserved,"-12,10286331","-77,00723267",iPhone,
f91f2052a08ca7008aa806bf23e2db47,649d38ea6680a3f6ee4a4b734f461070,asap,"-12,06803513","-77,1612854",iPhone,
8e3b260918554709c6513b53a86d7d07,a69cc3b72d1e83faa28f4bd927f7348d,asap,"-12,10852432","-77,04257202",iPhone,
949be0368739d589fed232ad88730cc0,b7dea45c3cc92b9efd5a4905e67f4511,reserved,"-12,0913305","-76,9728689",,
fa5c3d1ad73379ba86b960210eb8ee6c,a69cc3b72d1e83faa28f4bd927f7348d,reserved,"-12,1095017","-77,0441947",web,
