journey_id,driver_id,taxi_id,icon,start_at,end_at,end_lat,end_lon,end_state,driver_start_lat,driver_start_lon,arrived_at,rider_score
1881c928349fa432c4c0cb4434807dec,,,executive,2010-10-23 12:40:00,2010-10-23 11:58:00,"-12,09195328","-77,02441406",rider cancel,,,,
fdd0e7184d1ec5e7cba69b61ee25b39b,,,executive,2010-10-23 08:15:00,2010-10-23 01:00:00,"-12,11825943","-77,03460693",rider cancel,,,,
6b1a92b6b49faa86680739acb21fb5d8,b66c43e298753a3d39220e53008a1eb8,bb1e39070cf5a2e2390f00f990d754c9,executive,2010-08-04 03:43:00,2010-08-04 04:28:00,"-12,05595016","-77,07910156",drop off,"-12,10876464","-76,97256311",2010-08-04 04:04:00,5.0
388cf395c282c2be29a124ced0dabde5,e84fda9c5df33f03c89b6923c361fb35,e84fda9c5df33f03c89b6923c362193f,executive,2010-12-08 01:48:00,2010-12-08 02:21:00,"-12,1321106","-77,03012085",drop off,"-12,10074035","-77,03092177",2010-12-08 01:59:00,5.0
6d246b213b4736be3c507b456717d02d,,,executive,2010-11-02 15:45:00,2010-11-02 04:54:00,"18,98943329","-98,25964355",rider cancel,,,,
de5b7f1979a395d6791864bee02d2199,,,executive,2010-11-02 15:45:00,2010-11-02 13:40:00,"-12,115448","-76,97299194",rider cancel,,,,
51d71b143d0f21b1ffb195c827f07c8f,ecdcce0c956e266ed26c80fd9e5cbb8f,761737b194876dd53761a03c9591370b,executive,2010-12-14 23:57:00,2010-12-15 00:14:00,"-12,00590134","-77,07998657",drop off,"-12,10981478","-77,03654741",2010-12-15 00:02:00,5.0
2b6180ec6aab8e8ad2d066c643ab4a71,992347d5c59f47b13b14442c6dac8d15,992347d5c59f47b13b14442c6daca5ac,executive,2010-11-17 08:00:00,2010-11-17 08:30:00,"-12,11018614","-77,03943394",drop off,"-12,10140685","-77,01409928",2010-11-17 08:10:00,5.0
96acbfbef7034b4ff82c5989bbe17759,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-04-23 17:00:00,2010-04-23 17:41:00,"-12,0922699","-77,00881958",drop off,"-12,05561757","-77,05263376",2010-04-23 16:55:00,5.0
95d99d0ddfe26fb80887f15fa99b0e8d,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-02-10 01:30:00,2010-02-10 01:49:00,"-12,08270264","-76,93051147",drop off,"-12,10305215","-77,02817175",2010-02-10 01:25:00,5.0
9f8014a35c7ab9439bb0fd3432fbe137,62c2e39787aa19cd2513901cf3b4858d,62c2e39787aa19cd2513901cf3b49643,executive,2010-11-10 09:23:00,2010-11-10 09:25:00,"-12,10729808","-77,02302184",rider cancel,"-12,08970787","-77,01605652",,
a37ccff55ca3cff97b19b45ab2d9d627,ab581e277813d5d9ff98d03b1c96a13f,35a17a45aa341b999787fa5e50608f65,executive,2010-11-10 07:40:00,2010-11-10 08:00:00,"-12,10756197","-77,02316534",drop off,"-12,12566376","-77,01807747",2010-11-10 07:49:00,5.0
eddbb47ea9e1646ee81e528c8ffe4d1e,ae06c34243f741e203e97c48ebcbd9da,f622a9397b85b5c9c0ef938c5d592020,executive,2010-09-09 10:00:00,2010-09-09 10:43:00,"-12,02214813","-77,1065979",drop off,"-12,03798195","-77,0774917",2010-09-09 09:57:00,5.0
124dc2dbc4f79130bfa0b935778af97f,3d68e1172f35c1fbd06db5a1bc1824a3,3d68e1172f35c1fbd06db5a1bc38c35f,executive,2010-03-11 05:40:00,2010-03-11 05:52:00,"-12,0810982","-77,0885558",drop off,"-12,02335095","-77,10780713",2010-03-11 05:11:00,5.0
433e19fcd3c5eb9fb24a395a746fdb15,3d68e1172f35c1fbd06db5a1bc1824a3,3d68e1172f35c1fbd06db5a1bc38c35f,executive,2010-03-05 13:00:00,2010-03-05 13:36:00,"-12,019468","-77,107768",drop off,"-12,07545572","-77,09703008",2010-03-05 12:47:00,5.0
5ced91860ba5d7fe2859267c8952f747,3d68e1172f35c1fbd06db5a1bc1824a3,3d68e1172f35c1fbd06db5a1bc38c35f,executive,2010-03-10 05:40:00,2010-03-10 06:56:00,"-12,082208","-77,089304",rider cancel,"-12,02344727","-77,10759362",2010-03-10 05:13:00,
d2f1475850c213560abdec5deadfb955,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-02-12 03:25:00,2010-02-12 03:25:00,"-12,100734","-76,96977",rider cancel,"-12,11269436","-77,0515512",,
5111ac6114962976d7fd625788526a52,,,executive,2010-10-06 09:32:00,2010-10-06 09:34:00,"-12,13543701","-77,00140381",rider cancel,,,,
5111ac6114962976d7fd625788f1016f,,,executive,2010-10-06 09:04:00,2010-10-06 09:05:00,"-12,13534927","-77,00131226",rider cancel,,,,
70ba4ba5a1d09c1213940afbf8cc84be,ee1db66c3d95a0d86b05c27d18689fdc,275052e660ff5672db6624c42b69e770,executive,2010-05-24 02:31:00,2010-05-24 02:52:00,"-12,09698486","-77,03527832",drop off,"-12,1243603","-77,02772173",2010-05-24 02:37:00,5.0
a553c46e3a22fb9c326aeb3d72aff619,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-05-17 23:49:00,2010-05-18 00:22:00,"-12,10219193","-77,03912354",drop off,"-12,09948884","-77,04429918",2010-05-18 00:05:00,5.0
2ca81f8112b8c60af222ee2ed74992f0,,,executive,2010-10-18 06:37:00,2010-10-18 06:40:00,"-12,0934864","-77,05218047",not found,,,,
e1b5a14977e84b1900b5b69e040c3de1,ae06c34243f741e203e97c48ebcbd9da,f622a9397b85b5c9c0ef938c5d592020,executive,2010-10-12 19:45:00,2010-10-12 20:49:00,"-12,02226257","-77,109375",drop off,"-12,02907305","-77,08317745",2010-10-12 19:56:00,5.0
2ca81f8112b8c60af222ee2ed7850ef7,baacf396f773709519bbde35a5eab861,baacf396f773709519bbde35a585d91b,executive,2010-10-18 22:24:00,2010-10-18 23:57:00,"-12,11796188","-77,01165771",drop off,"-12,09863203","-76,97808213",2010-10-18 22:44:00,4.0
e013d5709301badd8c2f27b001110178,ae06c34243f741e203e97c48ebcbd9da,f622a9397b85b5c9c0ef938c5d592020,executive,2010-10-01 13:11:00,2010-10-01 13:48:00,"-12,10421371","-77,03884888",drop off,"-12,10564906","-77,01887181",2010-10-01 13:25:00,5.0
f728194ffdb461394d105863bc58e18a,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-07-21 06:18:00,2010-07-21 07:30:00,"-12,11833572","-77,0112915",drop off,"-12,12546118","-77,03279229",2010-07-21 06:45:00,4.0
f728194ffdb461394d105863bc58f595,,,executive,2010-07-21 06:14:00,2010-07-21 06:17:00,"-12,11833572","-77,0112915",not found,,,,
2f1882c87731970df63e69d4bc27cea4,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-07-10 13:54:00,2010-07-10 14:35:00,"-12,11058426","-77,03665161",drop off,"-12,1169914","-77,02805575",2010-07-10 14:11:00,4.0
62c2e39787aa19cd2513901cf3b4dc5e,,,executive,2010-10-15 17:01:00,2010-10-15 17:01:00,"-12,13930893","-77,02893066",rider cancel,,,,
55083e0137c0a9c7a82afecab6263984,e84fda9c5df33f03c89b6923c361fb35,e84fda9c5df33f03c89b6923c362193f,executive,2010-06-12 05:12:00,2010-06-12 05:31:00,"-12,13884735","-76,99530029",drop off,"-12,1313846","-77,03113263",2010-06-12 05:26:00,5.0
fdf02c2d7b2dd9c0c7eb0b0b729cc655,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-06-02 10:29:00,2010-06-02 11:07:00,"-12,13913727","-76,99572754",drop off,"-12,11695433","-77,02999592",2010-06-02 10:50:00,5.0
8998bb370b5f0cec43a373adebbfb0a6,294e869d187357cad25b8af65aa6a196,294e869d187357cad25b8af65aa66c0a,executive,2010-05-25 21:35:00,2010-05-25 22:26:00,"-12,08442688","-77,05499268",drop off,"-12,12924196","-77,03293501",2010-05-25 21:50:00,5.0
f4a628e194b2de7be1024c1330f2943e,,,executive,2010-05-28 20:24:00,2010-05-28 20:25:00,"-12,12992859","-76,98178101",rider cancel,,,,
358741ec2409c505c4545c38660cb848,,,group,2010-10-05 10:00:00,2010-10-05 01:41:00,"-12,02208328","-77,10687256",rider cancel,,,,
6a93cb8cf1ff4234508a40e9510ab45e,,,executive,2010-02-28 02:00:00,2010-11-06 09:34:00,"-12,02149582","-77,10546875",rider cancel,,,,
0756e1a1be3313a1a223bc6eb847aa83,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-05-17 05:51:00,2010-05-17 06:11:00,"-12,13882828","-76,99530029",drop off,"-12,12568909","-77,01802794",2010-05-17 05:59:00,5.0
8998bb370b5f0cec43a373adebbfb588,,,executive,2010-05-25 21:31:00,2010-05-25 21:31:00,"-12,07791519","-77,04779053",rider cancel,,,,
7d696ae0f1d27b6b752121cffbd3842e,3a9ca0965227dc470f30145e41e898d1,3a9ca0965227dc470f30145e41c974ff,executive,2010-06-12 14:00:00,2010-06-12 14:18:00,"-12,1074027","-77,02886",drop off,"-12,12330806","-77,02692586",2010-06-12 13:57:00,5.0
eb06449983dd990ff162c0ad990909ba,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-06-01 22:00:00,2010-06-01 22:42:00,"-12,07870483","-77,06329346",drop off,"-12,11143646","-76,99240794",2010-06-01 22:01:00,5.0
f84c35d4d31654b733af0657b05e967f,,,executive,2010-03-26 10:00:00,2010-03-26 02:48:00,"-12,0194664","-77,10775757",rider cancel,,,,
ca13468934fa8659e66961aa4cfb2adb,,,executive,2010-10-20 05:44:00,2010-10-20 05:47:00,"-12,12027359","-77,01019287",not found,,,,
c3500f8a4f27db46fc9d42e2057d71ef,,,executive,2010-12-21 06:14:00,2010-12-21 06:15:00,"-12,09958047","-77,05241751",rider cancel,,,,
c3500f8a4f27db46fc9d42e205e947f8,,,executive,2010-12-21 06:09:00,2010-12-21 06:13:00,"-12,10056165","-77,05249026",rider cancel,"-12,08346777","-76,97084457",,
85958894ecd5ca02684c6ec531a59149,,,executive,2010-10-24 03:14:00,2010-10-24 03:15:00,"-12,09627266","-77,04476986",rider cancel,,,,
a37ccff55ca3cff97b19b45ab21538ae,,,executive,2010-11-10 20:04:00,2010-11-10 20:04:00,"-12,11098863","-77,04863962",rider cancel,,,,
b6206048fbda6d454ead4fa2b48ff9f1,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-11-30 05:50:00,2010-11-30 06:03:00,"-12,10045281","-77,05267064",drop off,"-12,09802956","-77,04812136",2010-11-30 05:57:00,4.0
cd5b1508243ee5653060d649cf2e2570,62c2e39787aa19cd2513901cf3b4858d,62c2e39787aa19cd2513901cf3b49643,executive,2010-10-27 08:37:00,2010-10-27 08:52:00,"-12,10063312","-77,0524963",drop off,"-12,11403049","-77,03846318",2010-10-27 08:46:00,5.0
6d1272a9f6c5ca3c5ef4cd4f224cbf38,,,executive,2010-10-08 04:40:00,2010-10-08 04:41:00,"-12,09604613","-77,0448624",rider cancel,,,,
277551ace9ebc79f176d0f3574a127dc,baacf396f773709519bbde35a5eab861,baacf396f773709519bbde35a585d91b,executive,2010-08-24 08:25:00,2010-08-24 08:44:00,"-12,10014531","-77,05227166",drop off,"-12,12623626","-77,01758971",2010-08-24 08:33:00,4.0
cc82cce36f58bc6f3451ce6b93610457,baacf396f773709519bbde35a5eab861,baacf396f773709519bbde35a585d91b,executive,2010-09-08 03:38:00,2010-09-08 04:15:00,"-12,08929073","-76,97229993",drop off,"-12,12124342","-77,02229187",2010-09-08 03:54:00,4.0
1e041deffa3920bbde0b20cd810c0ec4,e84fda9c5df33f03c89b6923c361fb35,e84fda9c5df33f03c89b6923c362193f,executive,2010-08-18 05:26:00,2010-08-18 05:43:00,"-12,09769315","-77,04501394",drop off,"-12,05926164","-77,04565267",2010-08-18 05:33:00,5.0
b7a32d99cb529c222ba891396eac131f,,,executive,2010-09-22 02:42:00,2010-09-22 02:45:00,"-12,11057663","-76,98269653",not found,,,,
684e09fb0761605e25d148f3d3091ffc,,,executive,2010-06-29 05:55:00,2010-06-29 05:58:00,"-12,10066787","-77,05246042",not found,,,,
4b0e911c7e5b79f6d929b016837a99ef,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-04-20 12:58:00,2010-04-20 13:25:00,"-12,095878","-77,012335",drop off,"-12,12140679","-77,03372955",2010-04-20 13:15:00,5.0
cd6a65a00f3ac91060d336a9f037f7f6,baacf396f773709519bbde35a5eab861,baacf396f773709519bbde35a585d91b,executive,2010-08-16 22:30:00,2010-08-16 22:57:00,"-12,08880914","-76,99084405",drop off,"-12,06300311","-76,94575123",2010-08-16 22:33:00,4.0
5b0867dfbb1a35be6e0e3586efa8cac2,,,executive,2010-07-06 03:12:00,2010-07-06 03:16:00,"-12,10610199","-77,02926636",not found,,,,
b5821eaaa5d49fb2936ff5b0ffa246f8,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-05-22 13:00:00,2010-05-22 14:05:00,"-12,07981873","-77,03527832",drop off,"-12,2016835","-77,00532606",2010-05-22 12:49:00,5.0
621c9b8da5001877cc902b7b4ce1d403,992347d5c59f47b13b14442c6dac8d15,992347d5c59f47b13b14442c6daca5ac,executive,2010-11-17 07:00:00,2010-11-17 07:32:00,"-12,1337738","-77,01965332",drop off,"-12,15638208","-77,02327766",2010-11-17 07:26:00,5.0
ddda7d9d71d2000dcf144987a3ea3d61,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-09-28 02:03:00,2010-09-28 02:04:00,"-12,10495377","-77,03707886",driver cancel,"-12,09203639","-77,02922599",,
7d3c2e2ccb10710c9877b709b818e9fe,d665fb9f75ef5d9cd0fd89479380ba78,0accdd3aa5a322f4129fa20b53278c69,executive,2010-03-27 01:17:00,2010-03-27 01:56:00,"-12,12754059","-76,98123169",drop off,"-12,10814175","-77,03531688",2010-03-27 01:29:00,5.0
eeb07ac5409c082354b923689340c1ab,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-03-14 01:30:00,2010-03-14 02:23:00,"-12,1079978","-76,9769345",drop off,"-12,02777997","-77,10243216",2010-03-14 01:29:00,
eeb07ac5409c082354b923689342bbe6,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-03-13 22:30:00,2010-03-13 23:19:00,"-12,019468","-77,107768",drop off,"-12,1507137","-76,97930189",2010-03-13 22:22:00,5.0
124dc2dbc4f79130bfa0b9357799ae26,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-03-11 12:40:00,2010-03-11 13:29:00,"-12,0951931","-77,0255448",drop off,"-12,11042688","-76,9767086",2010-03-11 12:29:00,5.0
5efc595e4e72e8c11de3532184726180,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-03-13 17:35:00,2010-03-13 18:29:00,"-12,1079978","-76,9769345",drop off,"-12,09447933","-77,02908025",2010-03-13 17:40:00,5.0
12c472dd8efc6ed622ae8669254163de,,,executive,2010-10-26 20:34:00,2010-10-26 20:37:00,"-12,13070297","-77,03259277",not found,,,,
cef1ce7ac2dc6100d86fede386fc3365,,,executive,2010-09-25 04:22:00,2010-09-25 04:25:00,"-12,07540108","-77,1081337",not found,,,,
58f1684680597d6b5c7b39524cbc121b,,,executive,2010-07-20 05:15:00,2010-07-20 05:18:00,"-12,12781143","-77,01370239",not found,,,,
09c9677134007a306b71d1df0ee08e2f,62c2e39787aa19cd2513901cf3b4858d,62c2e39787aa19cd2513901cf3b49643,executive,2010-11-19 12:40:00,2010-11-19 13:17:00,"-12,12866211","-77,0296936",drop off,"-12,04414764","-77,09510156",2010-11-19 12:34:00,5.0
196d9de717b4c8d6ec0f19c0e8c1ecb7,,,executive,2010-11-24 09:40:00,2010-11-24 09:43:00,"-12,10877228","-77,04391479",not found,,,,
123b753a17ca12f7fb7c4ec96f027801,,,executive,2010-07-04 08:43:00,2010-07-04 08:46:00,"-12,05706699","-77,06894193",not found,,,,
d6283760f3998a723e1b25244d440eae,,,executive,2010-06-22 02:34:00,2010-06-22 02:37:00,"-12,10041428","-77,03930664",not found,,,,
fdd0e7184d1ec5e7cba69b61ee4b94bc,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-10-23 00:40:00,2010-10-23 01:41:00,"-12,08619308","-77,05307007",drop off,"-12,09218563","-77,02942289",2010-10-23 01:10:00,5.0
4d110152a7209ba9ff57962ff0b08c85,,,executive,2010-04-20 05:11:00,2010-04-20 05:14:00,"-12,108619","-76,981751",not found,,,,
19d08705c1c1e7314218c7fc6b7cd018,,,executive,2010-10-15 04:25:00,2010-10-15 04:26:00,"-12,10300067","-76,98003575",rider cancel,,,,
2a7979f6826bbbf4a061456c4789b754,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-11-20 06:07:00,2010-11-20 06:48:00,"-12,10435556","-76,98018629",drop off,"-12,11421604","-77,03742369",2010-11-20 06:24:00,4.0
5d6461d64d5ac0908490da67e5f8dfc6,,,executive,2010-04-28 08:40:00,2010-04-28 03:52:00,"-12,10503387","-76,97994995",rider cancel,,,,
6764fbc58090311bada507affeb9bb61,fb81277200c0aea311ad85f90d548d5a,b12f4f09c783e29fe0d0ea62452b9347,executive,2010-11-01 07:02:00,2010-11-01 07:36:00,"-12,13819711","-77,03088138",drop off,"-12,12693395","-77,02936144",2010-11-01 07:10:00,5.0
1199f830a03cd75df5e7a7cc7ca9c6a1,,,executive,2010-05-19 03:05:00,2010-05-19 03:08:00,"-12,11133644","-76,98323261",not found,,,,
67a3a2adc67c245b9985f3e38ce3f44a,,,executive,2010-11-15 02:16:00,2010-11-15 02:19:00,"-12,11710739","-77,00543213",not found,,,,
443ccdfd1345a761a544f8cf428e3bca,,,executive,2010-10-12 06:05:00,2010-10-12 05:20:00,"-12,10471725","-76,99841309",rider cancel,,,,
532278dfa8891ad6dd958337e4cc9a16,d04f1a596fe4a582f48e6eb2f9e8f617,d04f1a596fe4a582f48e6eb2f9e8cceb,executive,2010-10-12 06:30:00,2010-10-12 06:42:00,"-12,10716248","-76,99749756",drop off,"-12,12915486","-77,03593338",2010-10-12 06:24:00,3.0
11c41f4761b7f551f68781d2624a0a95,992347d5c59f47b13b14442c6dac8d15,2a7979f6826bbbf4a061456c478a7326,executive,2010-11-21 12:00:00,2010-11-21 12:14:00,"-12,10580826","-77,03103638",drop off,"-12,08699432","-76,99055152",2010-11-21 11:51:00,5.0
fd4143bc419bb1b2a067467054063e04,,,executive,2010-10-20 22:08:00,2010-10-20 22:11:00,"-12,12292014","-77,04006191",not found,,,,
c3ffa2e161281f7ac64c73a5e963ff8a,,,executive,2010-07-17 02:30:00,2010-07-17 02:33:00,"-12,1043396","-76,9899292",not found,,,,
91027b46566c54a1a28897e445100c15,,,executive,2010-10-13 08:54:00,2010-10-13 08:57:00,"-12,09555054","-76,98486328",not found,,,,
89fd8ac7daadd2abc77de73df5e63d9e,e84fda9c5df33f03c89b6923c361fb35,e84fda9c5df33f03c89b6923c362193f,executive,2010-09-24 15:09:00,2010-09-24 15:59:00,"-12,22138596","-76,97531128",drop off,"-12,09691095","-77,03340076",2010-09-24 15:18:00,5.0
949be0368739d589fed232ad8871d470,e84fda9c5df33f03c89b6923c361fb35,e84fda9c5df33f03c89b6923c362193f,executive,2010-07-19 01:35:00,2010-07-19 01:44:00,"-12,10840988","-77,04162598",drop off,"-12,12747781","-77,01790218",2010-07-19 01:26:00,5.0
edb98fb864c8f62392c4d85221242c22,406921adcca37705ef527b4246c0cfea,406921adcca37705ef527b4246c10d2c,executive,2010-01-27 04:29:00,2010-01-27 05:13:00,"-12,75759888","-76,60516357",drop off,"-12,7620922","-76,60016692",2010-01-27 04:45:00,5.0
