journey_id,user_id,driver_id,taxi_id,icon,start_type,start_at,start_lat,start_lon,end_at,end_lat,end_lon,end_state,driver_start_lat,driver_start_lon,arrived_at,source,driver_score,rider_score
fe6f8829a685b5336c9623a66954d2de,86aa09456b63a2a25e0097c55203cb59,ab581e277813d5d9ff98d03b1c96a13f,ab581e277813d5d9ff98d03b1c761722,executive,reserved,2010-12-03 12:50:00,"-12,10511017","-77,04559326",2010-12-03 13:15:00,"-12,09635162","-77,03677368",drop off,"-12,11255692","-77,02962963",2010-12-03 12:48:00,iPhone,5.0,5.0
fe6f8829a685b5336c9623a6690eb408,ae06c34243f741e203e97c48eb42017b,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-03 16:13:00,"-12,098176","-76,971417",2010-12-03 18:25:00,"-11,9913449","-77,0506896",rider cancel,"-12,09840124","-76,97141486",2010-12-03 16:13:00,web,,
fe6f8829a685b5336c9623a66952ca3b,ae06c34243f741e203e97c48eb42017b,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-03 16:36:00,"-12,098176","-76,971417",2010-12-03 17:32:00,"-12,0215169","-76,860565",drop off,"-12,09865093","-76,97109461",2010-12-03 16:40:00,web,,5.0
0fd4a08189ac948f6beaa2d3145e1a5d,ae06c34243f741e203e97c48eb62e6db,b66c43e298753a3d39220e53008a4325,b66c43e298753a3d39220e53008a4f19,executive,asap,2010-12-03 16:06:00,"-12,0988425","-76,9706896",2010-12-03 16:34:00,"-12,1416667","-77,0166667",drop off,"-12,09823024","-76,97116326",2010-12-03 16:08:00,web,,5.0
fe6f8829a685b5336c9623a6690ec24d,2ca81f8112b8c60af222ee2ed7287d4e,ae06c34243f741e203e97c48ebcbd9da,f6254a51b033dcea52c37c715b010474,executive,asap,2010-12-03 15:02:00,"-12,105472","-77,018854",2010-12-03 15:41:00,"-12,1175","-77,0430556",drop off,"-12,10570207","-77,01912243",2010-12-03 15:03:00,web,,5.0
fe6f8829a685b5336c9623a66975e7e0,ae06c34243f741e203e97c48eb42017b,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,asap,2010-12-03 14:01:00,"-12,098176","-76,971417",2010-12-03 14:41:00,"-12,112767","-76,9859077",drop off,"-12,09833965","-76,97159507",2010-12-03 14:30:00,web,,5.0
fe6f8829a685b5336c9623a66975f283,ae06c34243f741e203e97c48eb42017b,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-12-03 13:46:00,"-12,0988425","-76,9706896",2010-12-03 14:35:00,"-12,1175","-77,0430556",drop off,"-12,0985131","-76,97146322",2010-12-03 13:47:00,web,,4.0
ae38852535ddc0db175151356bedd4ed,27bd69801ce062f9b751502b38443d94,c75c6643b92e4b184d71197e0ff9d34d,f6d984387f19e8b2adf9550ee82502bb,executive,asap,2010-12-02 21:47:00,"-12,1031843","-77,0291162",2010-12-02 21:48:00,"-12,0991","-77,03475",drop off,0,0,2010-12-02 21:48:00,web,,5.0
904ecef1a023a13521a66deb52881d43,ae06c34243f741e203e97c48eb42017b,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-02 21:15:00,"-12,098176","-76,971417",2010-12-02 22:06:00,"-12,15","-77,0166667",drop off,"-12,09829688","-76,97111607",2010-12-02 21:50:00,web,,5.0
12e83984f1fe2256322789e43bd12e26,27bd69801ce062f9b751502b38443d94,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-02 23:36:00,"-12,098176","-76,971417",2010-12-03 00:21:00,"-12,15","-77,0166667",drop off,"-12,09810376","-76,97115898",2010-12-02 23:43:00,web,,5.0
ae38852535ddc0db175151356bef3059,ae06c34243f741e203e97c48eb62e6db,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-02 17:07:00,"-12,0988425","-76,9706896",2010-12-02 17:36:00,"-12,0991","-77,03475",drop off,"-12,09785756","-76,97134708",2010-12-02 17:07:00,web,,5.0
904ecef1a023a13521a66deb52ad7882,ae06c34243f741e203e97c48eb62e6db,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-02 15:02:00,"-12,0988425","-76,9706896",2010-12-02 15:31:00,"-12,120994","-77,0015276",drop off,"-12,09844708","-76,97118044",2010-12-02 15:17:00,web,,
12e83984f1fe2256322789e43b0ffcb8,ae06c34243f741e203e97c48eb62e6db,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,asap,2010-12-02 15:31:00,"-12,0988425","-76,9706896",2010-12-02 15:55:00,"-12,1005158","-76,9931074",drop off,"-12,09837808","-76,97133047",2010-12-02 15:44:00,web,,5.0
904ecef1a023a13521a66deb52376cfb,ae06c34243f741e203e97c48eb62c195,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-12-02 15:55:00,"-12,1177468","-77,0319784",2010-12-02 16:32:00,"-12,0991","-77,03475",drop off,0,0,2010-12-02 16:04:00,web,,5.0
904ecef1a023a13521a66deb5288dc28,27bd69801ce062f9b751502b38443d94,c75c6643b92e4b184d71197e0ff9d34d,f6d984387f19e8b2adf9550ee82502bb,executive,asap,2010-12-02 18:57:00,"-12,098176","-76,971417",2010-12-02 19:23:00,"-12,1177468","-77,0319784",drop off,0,0,2010-12-02 19:01:00,web,,5.0
fe6f8829a685b5336c9623a6697637ea,27bd69801ce062f9b751502b38443d94,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-03 13:03:00,"-12,098176","-76,971417",2010-12-03 13:38:00,"-12,1175","-77,0430556",drop off,"-12,10664392","-76,97384119",2010-12-03 13:34:00,web,,5.0
0fd4a08189ac948f6beaa2d314e72dd9,ae06c34243f741e203e97c48eb42017b,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-12-03 14:39:00,"-12,098176","-76,971417",2010-12-03 14:52:00,"-12,1471654","-77,0126581",rider cancel,"-12,10112023","-77,03686869",,web,,
fe6f8829a685b5336c9623a6695384b1,ae06c34243f741e203e97c48eb42017b,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-03 14:40:00,"-12,098176","-76,971417",2010-12-03 14:43:00,"-12,1471654","-77,0126581",rider cancel,"-12,09985256","-77,03445911",,web,,
0fd4a08189ac948f6beaa2d3145e123e,ae06c34243f741e203e97c48eb42017b,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,asap,2010-12-03 16:11:00,"-12,098176","-76,971417",2010-12-03 16:26:00,"-12,1471654","-77,0126581",drop off,"-12,0983437","-76,97147596",2010-12-03 16:26:00,web,,5.0
904ecef1a023a13521a66deb525cf7ce,8e37a68fab5f31a5e2c1b5f77c6bb9e5,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,reserved,2010-12-03 12:00:00,"-12,09177","-77,042579",2010-12-03 12:52:00,"-11,9825914","-76,7992321",drop off,"-12,10766575","-77,02419849",2010-12-03 11:47:00,web,,
fe6f8829a685b5336c9623a669761d61,a7b047c6a09ccb85e9980d80ffaaba51,ae06c34243f741e203e97c48ebcbd9da,f6254a51b033dcea52c37c715b010474,executive,asap,2010-12-03 13:22:00,"-12,10061264","-77,00787354",2010-12-03 14:08:00,"-12,04319763","-77,0562439",drop off,"-12,10583945","-77,01867683",2010-12-03 13:44:00,iPhone,5.0,5.0
904ecef1a023a13521a66deb52aae1cd,caa7a1b7f11b99895d9991c3635fd51d,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,reserved,2010-12-03 15:00:00,"-12,08283615","-77,05166626",2010-12-03 15:34:00,"-12,11076736","-76,98376465",drop off,"-12,08428244","-77,04870929",2010-12-03 14:55:00,iPad,5.0,5.0
ae38852535ddc0db175151356becd71b,4c37542f88f6bc6fb2465a93be210506,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,reserved,2010-12-03 13:20:00,"-12,1160215","-77,0400448",2010-12-03 13:47:00,"-12,1057784","-76,9753118",drop off,"-12,11776319","-77,04013985",2010-12-03 13:10:00,web,5.0,5.0
ae38852535ddc0db175151356bece283,4c37542f88f6bc6fb2465a93be210506,3abce16ea601affbeae8f50584ce72ef,ab6ee368af1a9e1293acc0d14d1f9338,executive,reserved,2010-12-03 11:50:00,"-12,1057784","-76,9753118",2010-12-03 12:06:00,"-12,1160215","-77,0400448",drop off,"-12,10277573","-76,99915195",2010-12-03 11:40:00,web,5.0,5.0
0fd4a08189ac948f6beaa2d3145c1b08,e84fda9c5df33f03c89b6923c3650564,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-04 00:15:00,"-12,10821915","-77,02581787",2010-12-04 00:43:00,"-12,11371231","-76,99310303",drop off,,,2010-12-04 00:18:00,iPhone,5.0,5.0
fe6f8829a685b5336c9623a6695200a0,c783744a1161b21e2a8a705a4871c1b4,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,reserved,2010-12-03 22:45:00,"-12,11756897","-76,98693848",2010-12-03 23:32:00,"-12,10306931","-77,03872681",drop off,"-12,11908176","-77,03200426",2010-12-03 22:44:00,iPhone,,5.0
fe6f8829a685b5336c9623a6690cd87f,d439fbb315b2966b8c84e219ec7344ae,ecdcce0c956e266ed26c80fd9e5cbb8f,1d3c551d7fc3d0daf73f0a8c82781c2d,executive,asap,2010-12-04 02:56:00,"-12,1015294","-77,03889884",2010-12-04 03:07:00,"-12,10152907","-77,03889884",rider cancel,"-12,11433068","-77,03730747",2010-12-04 03:01:00,Android,,
cef7f60aa6f637c5923727214768df45,d462fae570858c0033c9767239f2d07b,17c21284245ff240c7212732991c37ac,716a697375634f32a06d692b0428a7f3,executive,asap,2010-12-01 07:10:00,"-12,08939743","-76,97067261",2010-12-01 07:52:00,"-12,13587952","-77,02731323",drop off,"-12,1257007","-77,0183452",2010-12-01 07:34:00,iPhone,,5.0
d439fbb315b2966b8c84e219ecd9a918,d9d3d81deef80d665fb0358ddef430b0,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,asap,2010-12-01 05:55:00,"-12,10205687","-77,04488888",2010-12-01 06:20:00,"-12,11576844","-77,03688048",drop off,"-12,1021599","-77,0450085",2010-12-01 06:03:00,Android,,5.0
15b74af028d39df62cc616b113a3c7a5,649d38ea6680a3f6ee4a4b734f7898bf,ae06c34243f741e203e97c48ebcbd9da,f6254a51b033dcea52c37c715b010474,executive,asap,2010-12-04 12:21:00,"-12,10512924","-77,00915527",2010-12-04 13:05:00,"-12,09647751","-77,03808594",drop off,"-12,10513306","-77,0090332",2010-12-04 12:33:00,iPhone,4.0,5.0
aa51a4e12f162b9c61f88c5bd67fd7d8,0a98cead98f3935ef3051e834a30419e,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-12-04 13:18:00,"-12,1005158","-76,9931074",2010-12-04 14:42:00,"-12,1175","-77,0430556",drop off,0,0,2010-12-04 13:18:00,web,,
fe6f8829a685b5336c9623a66932ddca,e2ad603fb7e1d90844afe3ae6b324cb0,1d8ba0bdacccf2d0d70ee9925185d231,1d8ba0bdacccf2d0d70ee99251862c54,executive,asap,2010-12-03 19:38:00,"-12,13044739","-77,02838135",2010-12-03 20:23:00,"-12,1765976","-77,00408936",drop off,"-12,09900628","-77,02410928",2010-12-03 19:53:00,iPad,3.0,4.0
a39af6de779474403fbaaf81885880d9,ec84a73745199ff840ecafcb92827d7f,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,asap,2010-11-23 18:46:00,"-12,13188171","-77,0123291",2010-11-23 19:24:00,"-12,10525513","-77,03903198",drop off,"-12,11094618","-77,03439474",2010-11-23 19:06:00,iPhone,,5.0
a39af6de779474403fbaaf8188a887cf,406921adcca37705ef527b4246c1370e,ec84a73745199ff840ecafcb924383ad,c2ed6bdd0113ad6f195e8586932279ba,executive,reserved,2010-11-23 20:20:00,"-12,09060144","-77,0372228",2010-11-23 20:40:00,"-12,15691927","-77,02262789",drop off,"-12,1141541","-77,03737736",2010-11-23 20:15:00,Android,4.0,5.0
aa51a4e12f162b9c61f88c5bd67fb4ff,8e37a68fab5f31a5e2c1b5f77c6bb9e5,40187316352d2c03ddc19e9c8ad7c514,fdd18304908a4fa34b8435f2646224bd,executive,reserved,2010-12-04 14:37:00,"-12,0941011","-77,0273473",2010-12-04 15:18:00,"-12,0887665","-77,0567285",drop off,"-12,09295882","-77,05363314",2010-12-04 14:36:00,web,5.0,5.0
75d4da9b2bacb67a9936af6a1eaef660,406921adcca37705ef527b4246c1370e,40187316352d2c03ddc19e9c8ad7c514,42aa958edf790ef3d45823386fb734ea,executive,reserved,2010-12-04 19:30:00,"-12,09054341","-77,03725766",2010-12-04 20:13:00,"-12,11253198","-77,01842755",drop off,"-12,10301253","-77,01868356",2010-12-04 19:30:00,Android,4.0,5.0
